customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5173-XOPGU,Female,0,No,No,37,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.04,2002.90,No
9978-EZURE,Female,0,No,No,64,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.73,3061.27,No
2694-XQSSY,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.97,288.34,No
4880-RUDJY,Male,1,No,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.23,1400.97,No
6560-QXBZK,Male,0,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.29,1388.66,Yes
8650-QBFNF,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,52.08,3527.16,No
1094-EBVPY,Female,1,No,No,5,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.32,361.25,No
1912-GVLXO,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,88.64,3456.39,No
7592-SQGUT,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.39,1264.65,No
9335-OXHUO,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.79,5005.18,No
5387-ZZQBY,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.76,6512.70,No
7270-JTCFG,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.74,4254.21,No
3681-KSESK,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.86,4307.71,No
7977-IDEUH,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,79.02,2920.45,No
6871-JTFLB,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,108.8,6539.22,No
6221-KHFAA,Female,0,Yes,No,16,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),74.75,1205.06,No
6744-DFNVS,Female,0,No,Yes,47,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.75,3868.83,No
8606-UUMBD,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.49,794.10,No
5964-YCADY,Male,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.41,1018.20,No
3194-CITFR,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.9,1102.07,No
5281-OLLIU,Male,0,No,Yes,53,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.23,2869.81,No
7152-LZPUX,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.83,35.87,No
9042-TBISO,Female,0,Yes,No,19,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,73.03,1395.63,No
1986-PVQEL,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.24,2410.31,Yes
2031-BCHXO,Male,0,No,No,20,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.99,1228.58,No
6583-AHWWC,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.57,646.71,No
3985-OUCYU,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,83.93,4706.99,Yes
4330-GICMO,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,2898.34,Yes
1205-WBXNF,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),99.74, ,Yes
3472-SNTQY,Female,0,No,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,67.73,3794.50,No
7795-WVPYS,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.79,1381.63,No
2292-ITMGN,Male,1,Yes,No,30,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.29,2032.54,No
8682-OTNXF,Female,1,No,No,22,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,69.73,1542.68,No
4370-IAXTY,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,83.41,3914.62,No
4288-DDHBI,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,64.22,1217.91,No
5876-PQPLC,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.9,208.72,No
1444-PTECL,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,58.37,54.91,No
0488-DCQBX,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.76,3643.06,Yes
0767-LVLNO,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),84.12,1936.76,No
8293-VHUSF,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.78,703.79,Yes
3823-WGDVL,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),98.74,4156.88,No
2517-BWIAH,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.67,4246.14,Yes
6555-YRQLF,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.84,1119.05,No
9729-AYMQC,Male,1,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.29,425.04,No
7237-QMFQN,Male,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,89.0,786.28,No
0730-ZGUUQ,Female,0,Yes,No,66,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.19,2649.20,No
9588-XEQIQ,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.64,43.90,No
7426-WIGMK,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.33,2625.50,Yes
2072-LHHUM,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.04,1232.60,No
0969-EHYNW,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,56.4,4058.73,No
6031-RBDAD,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.85,3744.00,Yes
1427-TQALZ,Male,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.6,1242.77,Yes
2861-IJBSK,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.61,5479.11,Yes
9125-IYGCT,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),79.11,5361.10,No
5415-CPHBQ,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.23,836.71,No
8206-MOZEU,Female,1,No,No,51,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.3,2154.14,No
0867-YFUVK,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.64,1051.35,Yes
1326-IUFZL,Female,1,Yes,No,46,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),75.09,3453.07,No
1228-WHKPZ,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),87.54,1316.86,No
8530-XGBXE,Male,0,No,Yes,42,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,62.56,2643.68,No
6347-AAOTS,Male,0,No,No,67,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,52.15,3491.07,No
9120-QFEHB,Female,0,No,No,36,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.83,1879.03,No
3750-DQMRE,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),71.95,929.89,No
7723-ZNVKJ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),77.22,3084.93,No
2154-JEZEJ,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,79.57,5725.21,No
4265-DRIQM,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.86,1366.73,No
3053-EEIQM,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.31,428.25,No
1546-SCJBM,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,95.88,1064.35,Yes
2904-NLULK,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.26,5005.18,Yes
6320-XCMOB,Female,1,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.74,669.78,No
3202-RHVYX,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.75,62.07,No
9246-UHEQE,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.87,1006.76,No
3524-BKVMO,Female,0,No,No,57,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.34,3612.21,No
5456-EQXTI,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,102.44,4605.43,Yes
9502-SZPLL,Female,0,No,No,50,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.31,2754.80,No
3569-DFKAX,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.06,1568.28,Yes
6821-QSUNR,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.29,792.76,No
2362-PIHTM,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.29,463.12,No
0000-HSFCE,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.09,554.17,No
6155-KCVJJ,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.17,1335.36,No
4187-CXYOC,Female,1,No,No,67,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.94,4143.77,Yes
2179-QHGGC,Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.5,1866.85,No
0384-AOEMH,Female,0,No,No,67,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),85.28,5717.83,No
7480-DCBHW,Male,1,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.72,135.97,No
8135-KCHCN,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,84.13,90.90,Yes
1251-HQWBJ,Male,0,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,967.07,No
5119-MXOBG,Male,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,656.49,No
2767-WVGUG,Male,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,66.28,1786.59,No
0084-MUSUS,Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,51.62,2975.90,No
8850-WWJJD,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,91.57,4114.03,No
7533-RNRNT,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,83.68,5179.87,No
4753-MWHRL,Male,0,No,Yes,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.58,1950.93,No
6117-BKILQ,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),85.93,4904.18,No
8099-RVFQW,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,59.96,720.92,No
7178-FELYK,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.36,5896.29,Yes
8028-BLDDR,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),84.92,433.96,Yes
2205-PXLSE,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.98,3449.03,Yes
0969-AYXWJ,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.4,335.97,No
6444-AXLKQ,Male,0,No,No,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.98,2504.26,No
3884-TSSLE,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,66.64,2866.05,No
9045-PGICO,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,66.96,1623.85,No
1286-IMREM,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,75.63,1066.06,No
3188-FKVXV,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.34,7069.88,Yes
0361-IXHGD,Female,0,Yes,No,38,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,69.59,2639.61,No
1254-HVVAD,Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),65.12,3057.04,No
4280-VVJUL,Female,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,937.08,No
4945-XBVQD,Male,0,No,Yes,59,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.33,3668.01,No
9282-OFQLV,Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.17,1594.95,No
3783-ZZFAT,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.86,6907.00,No
6079-LVUJO,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.82,4426.87,No
8145-GUYAW,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,74.68,1582.11,No
9638-LPPKU,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.16,2264.83,Yes
3632-IKHAW,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.84,5057.56,Yes
8775-DHCIB,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,87.62,5514.81,Yes
1693-ZHIWE,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.35,2260.95,No
7315-IQZLG,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.57,85.80,No
9898-JMSKM,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,88.22,4501.90,No
4773-OKKAQ,Female,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.06,1116.49,No
3575-YOINR,Female,0,Yes,No,52,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.19,4277.38,No
9014-TTIKX,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,92.52,2309.37,No
5015-BOZUN,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.88,977.16,No
4555-RNJNM,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.98,280.93,No
2570-QPKMR,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.74,1221.77,No
5832-PXZYL,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.97,5190.76,Yes
4812-WWFVR,Male,0,No,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.42,2008.31,Yes
9532-BQKKU,Female,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.64,3043.34,No
1167-MJHDO,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.91,2450.21,Yes
0603-XRVVL,Female,1,No,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,86.68,1739.15,No
8493-EJKUX,Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.56,2887.80,No
9716-HPVEY,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.18,2399.06,No
2938-VXWBS,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,99.42,5059.89,Yes
0860-CTTUC,Male,0,No,No,69,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.34,6243.01,Yes
2069-NQRMT,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,102.94,2578.09,Yes
3413-ARAZZ,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.67,1142.51,Yes
3369-KIIEZ,Female,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.74,141.93,No
0051-XMIDE,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.39,2581.72,No
7242-LZSSM,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.44,2343.34,Yes
6669-HEUND,Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),102.41,5233.34,No
6931-TMHIP,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.24,981.11,No
2683-ZOCEA,Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.04,359.61,No
2773-BXXJD,Female,1,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.93,1699.06,No
2180-WUXTW,Female,1,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.85,5311.33,Yes
4488-YVFEY,Male,0,No,Yes,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,55.36,394.36,No
9766-FUTCS,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.81,5279.58,Yes
5352-DOIEM,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.9,580.05,No
6914-YPSNY,Female,1,Yes,No,47,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,53.68,2524.33,No
5367-VUVUH,Male,0,No,Yes,18,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),63.2,1151.42,No
0699-BIQKJ,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.98,196.03,No
5803-PTOYU,Female,1,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.77,7239.15,Yes
4500-YSDQI,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),82.73,1149.37,No
7176-FAOWZ,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.44,5649.23,Yes
6801-IIMFF,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,96.89,6006.07,No
3342-QQLPO,Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.63,915.25,No
6002-ZODDR,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),91.27,4206.35,No
0232-HNZAN,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),76.91,924.96,Yes
1637-SFYAQ,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),85.63,3854.34,No
7240-EPFHM,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,83.5,2929.16,No
2298-TDLWB,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,73.73,657.77,No
7528-EHGNX,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.84,3832.21,No
6216-SSRTP,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.89,1338.52,No
7004-KELQF,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.07,1901.55,Yes
0484-VXARP,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.91,7278.93,Yes
8254-BOGDA,Male,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.43,1305.57,No
3566-NWSVX,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,89.11,357.48,No
3719-IYHZJ,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.03,190.79,Yes
0159-EIERZ,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),81.54,2374.85,No
3800-LGCJB,Male,1,No,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.75,3501.17,No
8217-JFVZK,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.69,413.94,No
6653-IVTLS,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),87.54,1496.45,No
3214-BVCFO,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,84.66,2630.11,No
9805-IDBDA,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,91.22,2913.51,No
2989-UOVSP,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.48,4594.16,Yes
4753-BYMAQ,Female,1,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),54.09,3308.97,No
